,STATEFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION
14850,24,2015,opioid_RxRate,63,Maryland,MD
14851,25,2015,opioid_RxRate,54,Massachusetts,MA
14852,26,2015,opioid_RxRate,90.5,Michigan,MI
14853,27,2015,opioid_RxRate,52.1,Minnesota,MN
14854,28,2015,opioid_RxRate,110.9,Mississippi,MS
14855,29,2015,opioid_RxRate,84.5,Missouri,MO
14856,30,2015,opioid_RxRate,73.3,Montana,MT
14857,31,2015,opioid_RxRate,65.5,Nebraska,NE
14858,32,2015,opioid_RxRate,85.4,Nevada,NV
14859,33,2015,opioid_RxRate,74.8,New Hampshire,NH
14860,34,2015,opioid_RxRate,56,New Jersey,NJ
14861,35,2015,opioid_RxRate,69.8,New Mexico,NM
14862,36,2015,opioid_RxRate,45.1,New York,NY
14863,37,2015,opioid_RxRate,88.4,North Carolina,NC
14864,38,2015,opioid_RxRate,53,North Dakota,ND
14865,39,2015,opioid_RxRate,82.7,Ohio,OH
14866,40,2015,opioid_RxRate,104.4,Oklahoma,OK
14867,41,2015,opioid_RxRate,84.2,Oregon,OR
14868,42,2015,opioid_RxRate,75.5,Pennsylvania,PA
14869,44,2015,opioid_RxRate,65.7,Rhode Island,RI
14870,45,2015,opioid_RxRate,95.1,South Carolina,SC
14871,46,2015,opioid_RxRate,59.1,South Dakota,SD
14872,47,2015,opioid_RxRate,114.9,Tennessee,TN
14873,48,2015,opioid_RxRate,59.8,Texas,TX
14874,49,2015,opioid_RxRate,74.4,Utah,UT
14875,50,2015,opioid_RxRate,60.1,Vermont,VT
14876,51,2015,opioid_RxRate,68.1,Virginia,VA
14877,53,2015,opioid_RxRate,69.8,Washington,WA
14878,54,2015,opioid_RxRate,111.3,West Virginia,WV
14879,55,2015,opioid_RxRate,67.5,Wisconsin,WI
14880,56,2015,opioid_RxRate,75.4,Wyoming,WY
14881,01,2016,opioid_RxRate,121,Alabama,AL
14882,02,2016,opioid_RxRate,58.9,Alaska,AK
14883,04,2016,opioid_RxRate,70.2,Arizona,AZ
14884,05,2016,opioid_RxRate,114.6,Arkansas,AR
14885,06,2016,opioid_RxRate,44.8,California,CA
14886,08,2016,opioid_RxRate,59.8,Colorado,CO
14887,09,2016,opioid_RxRate,55.9,Connecticut,CT
14888,10,2016,opioid_RxRate,79.2,Delaware,DE
14889,11,2016,opioid_RxRate,32.5,District of Columbia,DC
14890,12,2016,opioid_RxRate,66.6,Florida,FL
14891,13,2016,opioid_RxRate,77.8,Georgia,GA
14892,15,2016,opioid_RxRate,41.9,Hawaii,HI
14893,16,2016,opioid_RxRate,77.6,Idaho,ID
14894,17,2016,opioid_RxRate,56.8,Illinois,IL
14895,18,2016,opioid_RxRate,83.9,Indiana,IN
14896,19,2016,opioid_RxRate,64,Iowa,IA
14897,20,2016,opioid_RxRate,76.9,Kansas,KS
14898,21,2016,opioid_RxRate,97.2,Kentucky,KY
14899,22,2016,opioid_RxRate,98.1,Louisiana,LA
14900,23,2016,opioid_RxRate,66.9,Maine,ME
14901,24,2016,opioid_RxRate,58.7,Maryland,MD
14902,25,2016,opioid_RxRate,47.1,Massachusetts,MA
14903,26,2016,opioid_RxRate,84.9,Michigan,MI
14904,27,2016,opioid_RxRate,46.9,Minnesota,MN
14905,28,2016,opioid_RxRate,105.6,Mississippi,MS
14906,29,2016,opioid_RxRate,80.4,Missouri,MO
14907,30,2016,opioid_RxRate,69.8,Montana,MT
14908,31,2016,opioid_RxRate,62.8,Nebraska,NE
14909,32,2016,opioid_RxRate,80.7,Nevada,NV
14910,33,2016,opioid_RxRate,64.3,New Hampshire,NH
14911,34,2016,opioid_RxRate,52.6,New Jersey,NJ
14912,35,2016,opioid_RxRate,65.1,New Mexico,NM
14913,36,2016,opioid_RxRate,42.7,New York,NY
14914,37,2016,opioid_RxRate,82.5,North Carolina,NC
14915,38,2016,opioid_RxRate,47.8,North Dakota,ND
14916,39,2016,opioid_RxRate,75.3,Ohio,OH
14917,40,2016,opioid_RxRate,97.9,Oklahoma,OK
14918,41,2016,opioid_RxRate,76.3,Oregon,OR
14919,42,2016,opioid_RxRate,69.5,Pennsylvania,PA
14920,44,2016,opioid_RxRate,60.3,Rhode Island,RI
14921,45,2016,opioid_RxRate,89.4,South Carolina,SC
14922,46,2016,opioid_RxRate,54.8,South Dakota,SD
14923,47,2016,opioid_RxRate,107.5,Tennessee,TN
14924,48,2016,opioid_RxRate,57.6,Texas,TX
14925,49,2016,opioid_RxRate,70.4,Utah,UT
14926,50,2016,opioid_RxRate,58.6,Vermont,VT
14927,51,2016,opioid_RxRate,63.4,Virginia,VA
14928,53,2016,opioid_RxRate,64.9,Washington,WA
14929,54,2016,opioid_RxRate,96,West Virginia,WV
14930,55,2016,opioid_RxRate,62.2,Wisconsin,WI
14931,56,2016,opioid_RxRate,71.1,Wyoming,WY
14932,01,2017,opioid_RxRate,107.2,Alabama,AL
14933,02,2017,opioid_RxRate,52,Alaska,AK
14934,04,2017,opioid_RxRate,61.2,Arizona,AZ
14935,05,2017,opioid_RxRate,105.4,Arkansas,AR
14936,06,2017,opioid_RxRate,39.5,California,CA
14937,08,2017,opioid_RxRate,52.9,Colorado,CO
14938,09,2017,opioid_RxRate,48,Connecticut,CT
14939,10,2017,opioid_RxRate,68.3,Delaware,DE
14940,11,2017,opioid_RxRate,28.5,District of Columbia,DC
14941,12,2017,opioid_RxRate,60.9,Florida,FL
14942,13,2017,opioid_RxRate,70.9,Georgia,GA
14943,15,2017,opioid_RxRate,37,Hawaii,HI
14944,16,2017,opioid_RxRate,70.3,Idaho,ID
14945,17,2017,opioid_RxRate,51.1,Illinois,IL
14946,18,2017,opioid_RxRate,74.2,Indiana,IN
14947,19,2017,opioid_RxRate,56.4,Iowa,IA
14948,20,2017,opioid_RxRate,69.8,Kansas,KS
14949,21,2017,opioid_RxRate,86.8,Kentucky,KY
14950,22,2017,opioid_RxRate,89.5,Louisiana,LA
14951,23,2017,opioid_RxRate,55.7,Maine,ME
14952,24,2017,opioid_RxRate,51.7,Maryland,MD
14953,25,2017,opioid_RxRate,40.1,Massachusetts,MA
14954,26,2017,opioid_RxRate,74.2,Michigan,MI
14955,27,2017,opioid_RxRate,41,Minnesota,MN
14956,28,2017,opioid_RxRate,92.9,Mississippi,MS
14957,29,2017,opioid_RxRate,71.8,Missouri,MO
14958,30,2017,opioid_RxRate,61.1,Montana,MT
14959,31,2017,opioid_RxRate,56.6,Nebraska,NE
14960,32,2017,opioid_RxRate,73,Nevada,NV
14961,33,2017,opioid_RxRate,52.8,New Hampshire,NH
14962,34,2017,opioid_RxRate,44.2,New Jersey,NJ
14963,35,2017,opioid_RxRate,56.4,New Mexico,NM
14964,36,2017,opioid_RxRate,37.8,New York,NY
14965,37,2017,opioid_RxRate,72,North Carolina,NC
14966,38,2017,opioid_RxRate,41.5,North Dakota,ND
14967,39,2017,opioid_RxRate,63.5,Ohio,OH
14968,40,2017,opioid_RxRate,88.1,Oklahoma,OK
14969,41,2017,opioid_RxRate,66.1,Oregon,OR
14970,42,2017,opioid_RxRate,57.7,Pennsylvania,PA
14971,44,2017,opioid_RxRate,51.2,Rhode Island,RI
14972,45,2017,opioid_RxRate,79.3,South Carolina,SC
14973,46,2017,opioid_RxRate,49,South Dakota,SD
14974,47,2017,opioid_RxRate,94.4,Tennessee,TN
14975,48,2017,opioid_RxRate,53.1,Texas,TX
14976,49,2017,opioid_RxRate,63.8,Utah,UT
14977,50,2017,opioid_RxRate,50.5,Vermont,VT
14978,51,2017,opioid_RxRate,52.9,Virginia,VA
14979,53,2017,opioid_RxRate,57.2,Washington,WA
14980,54,2017,opioid_RxRate,81.3,West Virginia,WV
14981,55,2017,opioid_RxRate,52.6,Wisconsin,WI
14982,56,2017,opioid_RxRate,64.8,Wyoming,WY
14983,01,2016,DHAP_funds,6561398,Alabama,AL
14984,01,2016,DVH_funds,94766,Alabama,AL
14985,02,2016,DHAP_funds,958542,Alaska,AK
14986,02,2016,DVH_funds,279579,Alaska,AK
14987,04,2016,DHAP_funds,6279621,Arizona,AZ
14988,04,2016,DVH_funds,101137,Arizona,AZ
14989,05,2016,DHAP_funds,2322583,Arkansas,AR
14990,05,2016,DVH_funds,0,Arkansas,AR
14991,06,2016,DHAP_funds,72029365,California,CA
14992,06,2016,DVH_funds,1070389,California,CA
14993,08,2016,DHAP_funds,9021904,Colorado,CO
14994,08,2016,DVH_funds,95413,Colorado,CO
14995,09,2016,DHAP_funds,5888761,Connecticut,CT
14996,09,2016,DVH_funds,150000,Connecticut,CT
14997,10,2016,DHAP_funds,1847595,Delaware,DE
14998,10,2016,DVH_funds,97746,Delaware,DE
14999,11,2016,DHAP_funds,22267083,District of Columbia,DC
15000,11,2016,DVH_funds,241715,District of Columbia,DC
15001,12,2016,DHAP_funds,45248957,Florida,FL
15002,12,2016,DVH_funds,501498,Florida,FL
15003,13,2016,DHAP_funds,19480614,Georgia,GA
15004,13,2016,DVH_funds,169887,Georgia,GA
15005,15,2016,DHAP_funds,1032599,Hawaii,HI
15006,15,2016,DVH_funds,82904,Hawaii,HI
15007,16,2016,DHAP_funds,974358,Idaho,ID
15008,16,2016,DVH_funds,19903,Idaho,ID
15009,17,2016,DHAP_funds,21783062,Illinois,IL
15010,17,2016,DVH_funds,1979258,Illinois,IL
15011,18,2016,DHAP_funds,3782887,Indiana,IN
15012,18,2016,DVH_funds,79986,Indiana,IN
15013,19,2016,DHAP_funds,1011807,Iowa,IA
15014,19,2016,DVH_funds,110074,Iowa,IA
15015,20,2016,DHAP_funds,1135146,Kansas,KS
15016,20,2016,DVH_funds,71371,Kansas,KS
15017,21,2016,DHAP_funds,2292896,Kentucky,KY
15018,21,2016,DVH_funds,101449,Kentucky,KY
15019,22,2016,DHAP_funds,13471993,Louisiana,LA
15020,22,2016,DVH_funds,102331,Louisiana,LA
15021,23,2016,DHAP_funds,813568,Maine,ME
15022,23,2016,DVH_funds,109021,Maine,ME
15023,24,2016,DHAP_funds,19672776,Maryland,MD
15024,24,2016,DVH_funds,761007,Maryland,MD
15025,25,2016,DHAP_funds,11443137,Massachusetts,MA
15026,25,2016,DVH_funds,1739097,Massachusetts,MA
15027,26,2016,DHAP_funds,9212125,Michigan,MI
15028,26,2016,DVH_funds,1123039,Michigan,MI
15029,27,2016,DHAP_funds,3014688,Minnesota,MN
15030,27,2016,DVH_funds,107895,Minnesota,MN
15031,28,2016,DHAP_funds,5033209,Mississippi,MS
15032,28,2016,DVH_funds,111389,Mississippi,MS
15033,29,2016,DHAP_funds,6805101,Missouri,MO
15034,29,2016,DVH_funds,85646,Missouri,MO
15035,30,2016,DHAP_funds,977030,Montana,MT
15036,30,2016,DVH_funds,31500,Montana,MT
15037,31,2016,DHAP_funds,1063672,Nebraska,NE
15038,31,2016,DVH_funds,110390,Nebraska,NE
15039,32,2016,DHAP_funds,2599371,Nevada,NV
15040,32,2016,DVH_funds,68465,Nevada,NV
15041,33,2016,DHAP_funds,784295,New Hampshire,NH
15042,33,2016,DVH_funds,73802,New Hampshire,NH
15043,34,2016,DHAP_funds,18937236,New Jersey,NJ
15044,34,2016,DVH_funds,431432,New Jersey,NJ
15045,35,2016,DHAP_funds,1502183,New Mexico,NM
15046,35,2016,DVH_funds,372186,New Mexico,NM
15047,36,2016,DHAP_funds,80611395,New York,NY
15048,36,2016,DVH_funds,1056511,New York,NY
15049,37,2016,DHAP_funds,11964527,North Carolina,NC
15050,37,2016,DVH_funds,62767,North Carolina,NC
15051,38,2016,DHAP_funds,898699,North Dakota,ND
15052,38,2016,DVH_funds,62429,North Dakota,ND
15053,39,2016,DHAP_funds,8126989,Ohio,OH
15054,39,2016,DVH_funds,414408,Ohio,OH
15055,40,2016,DHAP_funds,2224578,Oklahoma,OK
15056,40,2016,DVH_funds,108909,Oklahoma,OK
15057,41,2016,DHAP_funds,3409798,Oregon,OR
15058,41,2016,DVH_funds,135394,Oregon,OR
15059,42,2016,DHAP_funds,20518114,Pennsylvania,PA
15060,42,2016,DVH_funds,968398,Pennsylvania,PA
15061,44,2016,DHAP_funds,1571337,Rhode Island,RI
15062,44,2016,DVH_funds,124693,Rhode Island,RI
15063,45,2016,DHAP_funds,6773283,South Carolina,SC
15064,45,2016,DVH_funds,65159,South Carolina,SC
15065,46,2016,DHAP_funds,949434,South Dakota,SD
15066,46,2016,DVH_funds,0,South Dakota,SD
15067,47,2016,DHAP_funds,9748124,Tennessee,TN
15068,47,2016,DVH_funds,347287,Tennessee,TN
15069,48,2016,DHAP_funds,36448881,Texas,TX
15070,48,2016,DVH_funds,93675,Texas,TX
15071,00,2016,DHAP_funds,529656175,United States,US
15072,00,2016,DVH_funds,17388682,United States,US
15073,49,2016,DHAP_funds,1079299,Utah,UT
15074,49,2016,DVH_funds,76512,Utah,UT
15075,50,2016,DHAP_funds,1261647,Vermont,VT
15076,50,2016,DVH_funds,91200,Vermont,VT
15077,51,2016,DHAP_funds,13906609,Virginia,VA
15078,51,2016,DVH_funds,549100,Virginia,VA
15079,53,2016,DHAP_funds,6484920,Washington,WA
15080,53,2016,DVH_funds,2402711,Washington,WA
15081,54,2016,DHAP_funds,992721,West Virginia,WV
15082,54,2016,DVH_funds,57901,West Virginia,WV
15083,55,2016,DHAP_funds,2547476,Wisconsin,WI
15084,55,2016,DVH_funds,201683,Wisconsin,WI
15085,56,2016,DHAP_funds,888782,Wyoming,WY
15086,56,2016,DVH_funds,95670,Wyoming,WY
15087,72,2016,DHAP_funds,11037946,Puerto Rico,PR
15088,72,2016,DVH_funds,0,Puerto Rico,PR
15089,39,2017,DIP_funds,3577389,Ohio,OH
15090,22,2017,DIP_funds,1605376,Louisiana,LA
15091,26,2017,DIP_funds,2437456,Michigan,MI
15092,04,2017,DIP_funds,2178082,Arizona,AZ
15093,40,2017,DIP_funds,1927404,Oklahoma,OK
15094,32,2017,DIP_funds,1546395,Nevada,NV
15095,38,2017,DIP_funds,0,North Dakota,ND
15096,30,2017,DIP_funds,540000,Montana,MT
15097,09,2017,DIP_funds,2145607,Connecticut,CT
15098,55,2017,DIP_funds,3035068,Wisconsin,WI
15099,19,2017,DIP_funds,0,Iowa,IA
15100,49,2017,DIP_funds,3138768,Utah,UT
15101,17,2017,DIP_funds,2794067,Illinois,IL
15102,46,2017,DIP_funds,388674,South Dakota,SD
15103,02,2017,DIP_funds,1687954,Alaska,AK
15104,24,2017,DIP_funds,2807068,Maryland,MD
15105,10,2017,DIP_funds,2645024,Delaware,DE
15106,50,2017,DIP_funds,2026684,Vermont,VT
15107,72,2017,DIP_funds,0,Puerto Rico,PR
15108,16,2017,DIP_funds,1036770,Idaho,ID
15109,06,2017,DIP_funds,3798641,California,CA
15110,47,2017,DIP_funds,2782978,Tennessee,TN
15111,15,2017,DIP_funds,297674,Hawaii,HI
15112,13,2017,DIP_funds,2332911,Georgia,GA
15113,18,2017,DIP_funds,2863135,Indiana,IN
15114,36,2017,DIP_funds,2582095,New York,NY
15115,20,2017,DIP_funds,1349991,Kansas,KS
15116,42,2017,DIP_funds,2626000,Pennsylvania,PA
15117,27,2017,DIP_funds,922447,Minnesota,MN
15118,05,2017,DIP_funds,370980,Arkansas,AR
15119,25,2017,DIP_funds,3212417,Massachusetts,MA
15120,00,2017,DIP_funds,95628781,United States,US
15121,34,2017,DIP_funds,1892489,New Jersey,NJ
15122,29,2017,DIP_funds,448000,Missouri,MO
15123,41,2017,DIP_funds,2836426,Oregon,OR
15124,12,2017,DIP_funds,690999,Florida,FL
15125,08,2017,DIP_funds,2277072,Colorado,CO
15126,33,2017,DIP_funds,356373,New Hampshire,NH
15127,21,2017,DIP_funds,3177680,Kentucky,KY
15128,28,2017,DIP_funds,0,Mississippi,MS
15129,53,2017,DIP_funds,2634918,Washington,WA
15130,56,2017,DIP_funds,0,Wyoming,WY
15131,23,2017,DIP_funds,1198130,Maine,ME
15132,54,2017,DIP_funds,2663369,West Virginia,WV
15133,11,2017,DIP_funds,4649295,District of Columbia,DC
15134,44,2017,DIP_funds,2728494,Rhode Island,RI
15135,37,2017,DIP_funds,2782671,North Carolina,NC
15136,48,2017,DIP_funds,0,Texas,TX
15137,51,2017,DIP_funds,2041788,Virginia,VA
15138,45,2017,DIP_funds,1772318,South Carolina,SC
15139,35,2017,DIP_funds,2885782,New Mexico,NM
15140,31,2017,DIP_funds,1395922,Nebraska,NE
15141,01,2017,DIP_funds,540000,Alabama,AL
15142,01,2000,unemploy,4.6,Alabama,AL
15143,01,2001,unemploy,5.1,Alabama,AL
15144,01,2002,unemploy,5.9,Alabama,AL
15145,01,2003,unemploy,6,Alabama,AL
15146,01,2004,unemploy,5.7,Alabama,AL
15147,01,2005,unemploy,4.5,Alabama,AL
15148,01,2006,unemploy,4,Alabama,AL
15149,01,2007,unemploy,4,Alabama,AL
15150,01,2008,unemploy,5.7,Alabama,AL
15151,01,2009,unemploy,11,Alabama,AL
15152,01,2010,unemploy,10.5,Alabama,AL
15153,01,2011,unemploy,9.6,Alabama,AL
15154,01,2012,unemploy,8,Alabama,AL
15155,01,2013,unemploy,7.2,Alabama,AL
15156,01,2014,unemploy,6.8,Alabama,AL
15157,01,2015,unemploy,6.1,Alabama,AL
15158,01,2016,unemploy,5.9,Alabama,AL
15159,01,2017,unemploy,4.4,Alabama,AL
15160,02,2000,unemploy,6.4,Alaska,AK
15161,02,2001,unemploy,6.4,Alaska,AK
15162,02,2002,unemploy,7.3,Alaska,AK
15163,02,2003,unemploy,7.8,Alaska,AK
15164,02,2004,unemploy,7.5,Alaska,AK
15165,02,2005,unemploy,6.9,Alaska,AK
15166,02,2006,unemploy,6.6,Alaska,AK
15167,02,2007,unemploy,6.3,Alaska,AK
15168,02,2008,unemploy,6.7,Alaska,AK
15169,02,2009,unemploy,7.7,Alaska,AK
15170,02,2010,unemploy,7.9,Alaska,AK
15171,02,2011,unemploy,7.6,Alaska,AK
15172,02,2012,unemploy,7.1,Alaska,AK
15173,02,2013,unemploy,7,Alaska,AK
15174,02,2014,unemploy,6.9,Alaska,AK
15175,02,2015,unemploy,6.5,Alaska,AK
15176,02,2016,unemploy,6.9,Alaska,AK
15177,02,2017,unemploy,7.2,Alaska,AK
15178,04,2000,unemploy,4,Arizona,AZ
15179,04,2001,unemploy,4.8,Arizona,AZ
15180,04,2002,unemploy,6.1,Arizona,AZ
15181,04,2003,unemploy,5.7,Arizona,AZ
15182,04,2004,unemploy,5,Arizona,AZ
15183,04,2005,unemploy,4.7,Arizona,AZ
15184,04,2006,unemploy,4.2,Arizona,AZ
15185,04,2007,unemploy,3.9,Arizona,AZ
15186,04,2008,unemploy,6.2,Arizona,AZ
15187,04,2009,unemploy,9.9,Arizona,AZ
15188,04,2010,unemploy,10.4,Arizona,AZ
15189,04,2011,unemploy,9.5,Arizona,AZ
15190,04,2012,unemploy,8.3,Arizona,AZ
15191,04,2013,unemploy,7.7,Arizona,AZ
15192,04,2014,unemploy,6.8,Arizona,AZ
15193,04,2015,unemploy,6.1,Arizona,AZ
15194,04,2016,unemploy,5.4,Arizona,AZ
15195,04,2017,unemploy,4.9,Arizona,AZ
15196,05,2000,unemploy,4.3,Arkansas,AR
15197,05,2001,unemploy,5,Arkansas,AR
15198,05,2002,unemploy,5.5,Arkansas,AR
15199,05,2003,unemploy,5.9,Arkansas,AR
15200,05,2004,unemploy,5.7,Arkansas,AR
15201,05,2005,unemploy,5.2,Arkansas,AR
15202,05,2006,unemploy,5.2,Arkansas,AR
15203,05,2007,unemploy,5.3,Arkansas,AR
15204,05,2008,unemploy,5.5,Arkansas,AR
15205,05,2009,unemploy,7.8,Arkansas,AR
15206,05,2010,unemploy,8.2,Arkansas,AR
15207,05,2011,unemploy,8.3,Arkansas,AR
15208,05,2012,unemploy,7.6,Arkansas,AR
15209,05,2013,unemploy,7.2,Arkansas,AR
15210,05,2014,unemploy,6,Arkansas,AR
15211,05,2015,unemploy,5,Arkansas,AR
15212,05,2016,unemploy,3.9,Arkansas,AR
15213,05,2017,unemploy,3.7,Arkansas,AR
15214,06,2000,unemploy,4.9,California,CA
15215,06,2001,unemploy,5.4,California,CA
15216,06,2002,unemploy,6.7,California,CA
15217,06,2003,unemploy,6.8,California,CA
15218,06,2004,unemploy,6.2,California,CA
15219,06,2005,unemploy,5.4,California,CA
15220,06,2006,unemploy,4.9,California,CA
15221,06,2007,unemploy,5.4,California,CA
15222,06,2008,unemploy,7.3,California,CA
15223,06,2009,unemploy,11.2,California,CA
15224,06,2010,unemploy,12.2,California,CA
15225,06,2011,unemploy,11.7,California,CA
15226,06,2012,unemploy,10.4,California,CA
15227,06,2013,unemploy,8.9,California,CA
15228,06,2014,unemploy,7.5,California,CA
15229,06,2015,unemploy,6.2,California,CA
15230,06,2016,unemploy,5.5,California,CA
15231,06,2017,unemploy,4.8,California,CA
15232,08,2000,unemploy,2.8,Colorado,CO
15233,08,2001,unemploy,3.8,Colorado,CO
15234,08,2002,unemploy,5.5,Colorado,CO
15235,08,2003,unemploy,6,Colorado,CO
15236,08,2004,unemploy,5.5,Colorado,CO
15237,08,2005,unemploy,5,Colorado,CO
15238,08,2006,unemploy,4.3,Colorado,CO
15239,08,2007,unemploy,3.7,Colorado,CO
15240,08,2008,unemploy,4.8,Colorado,CO
15241,08,2009,unemploy,7.3,Colorado,CO
15242,08,2010,unemploy,8.7,Colorado,CO
15243,08,2011,unemploy,8.4,Colorado,CO
15244,08,2012,unemploy,7.9,Colorado,CO
15245,08,2013,unemploy,6.9,Colorado,CO
15246,08,2014,unemploy,5,Colorado,CO
15247,08,2015,unemploy,3.9,Colorado,CO
15248,08,2016,unemploy,3.3,Colorado,CO
15249,08,2017,unemploy,2.8,Colorado,CO
15250,09,2000,unemploy,2.4,Connecticut,CT
15251,09,2001,unemploy,3.1,Connecticut,CT
15252,09,2002,unemploy,4.3,Connecticut,CT
15253,09,2003,unemploy,5.4,Connecticut,CT
15254,09,2004,unemploy,5,Connecticut,CT
15255,09,2005,unemploy,4.9,Connecticut,CT
15256,09,2006,unemploy,4.3,Connecticut,CT
15257,09,2007,unemploy,4.5,Connecticut,CT
15258,09,2008,unemploy,5.7,Connecticut,CT
15259,09,2009,unemploy,7.9,Connecticut,CT
15260,09,2010,unemploy,9.1,Connecticut,CT
15261,09,2011,unemploy,8.8,Connecticut,CT
15262,09,2012,unemploy,8.3,Connecticut,CT
15263,09,2013,unemploy,7.8,Connecticut,CT
15264,09,2014,unemploy,6.6,Connecticut,CT
15265,09,2015,unemploy,5.7,Connecticut,CT
15266,09,2016,unemploy,5.1,Connecticut,CT
15267,09,2017,unemploy,4.7,Connecticut,CT
15268,10,2000,unemploy,3.7,Delaware,DE
15269,10,2001,unemploy,3.5,Delaware,DE
15270,10,2002,unemploy,4,Delaware,DE
15271,10,2003,unemploy,4.3,Delaware,DE
15272,10,2004,unemploy,4,Delaware,DE
15273,10,2005,unemploy,4.1,Delaware,DE
15274,10,2006,unemploy,3.6,Delaware,DE
15275,10,2007,unemploy,3.4,Delaware,DE
15276,10,2008,unemploy,4.9,Delaware,DE
15277,10,2009,unemploy,8.3,Delaware,DE
15278,10,2010,unemploy,8.4,Delaware,DE
15279,10,2011,unemploy,7.5,Delaware,DE
15280,10,2012,unemploy,7.2,Delaware,DE
15281,10,2013,unemploy,6.7,Delaware,DE
15282,10,2014,unemploy,5.7,Delaware,DE
15283,10,2015,unemploy,4.9,Delaware,DE
15284,10,2016,unemploy,4.5,Delaware,DE
15285,10,2017,unemploy,4.6,Delaware,DE
15286,11,2000,unemploy,5.6,District of Columbia,DC
15287,11,2001,unemploy,6.3,District of Columbia,DC
15288,11,2002,unemploy,6.4,District of Columbia,DC
15289,11,2003,unemploy,6.8,District of Columbia,DC
15290,11,2004,unemploy,7.8,District of Columbia,DC
15291,11,2005,unemploy,6.4,District of Columbia,DC
15292,11,2006,unemploy,5.8,District of Columbia,DC
15293,11,2007,unemploy,5.5,District of Columbia,DC
15294,11,2008,unemploy,6.5,District of Columbia,DC
15295,11,2009,unemploy,9.3,District of Columbia,DC
15296,11,2010,unemploy,9.4,District of Columbia,DC
15297,11,2011,unemploy,10.2,District of Columbia,DC
15298,11,2012,unemploy,9,District of Columbia,DC
15299,11,2013,unemploy,8.5,District of Columbia,DC
15300,11,2014,unemploy,7.8,District of Columbia,DC
15301,11,2015,unemploy,6.9,District of Columbia,DC
15302,11,2016,unemploy,6.1,District of Columbia,DC
15303,11,2017,unemploy,6.1,District of Columbia,DC
15304,12,2000,unemploy,3.7,Florida,FL
15305,12,2001,unemploy,4.7,Florida,FL
15306,12,2002,unemploy,5.6,Florida,FL
15307,12,2003,unemploy,5.2,Florida,FL
15308,12,2004,unemploy,4.6,Florida,FL
15309,12,2005,unemploy,3.7,Florida,FL
15310,12,2006,unemploy,3.2,Florida,FL
15311,12,2007,unemploy,4,Florida,FL
15312,12,2008,unemploy,6.3,Florida,FL
15313,12,2009,unemploy,10.4,Florida,FL
15314,12,2010,unemploy,11.1,Florida,FL
15315,12,2011,unemploy,10,Florida,FL
15316,12,2012,unemploy,8.5,Florida,FL
15317,12,2013,unemploy,7.2,Florida,FL
15318,12,2014,unemploy,6.3,Florida,FL
15319,12,2015,unemploy,5.5,Florida,FL
15320,12,2016,unemploy,4.8,Florida,FL
15321,12,2017,unemploy,4.2,Florida,FL
15322,13,2000,unemploy,3.6,Georgia,GA
15323,13,2001,unemploy,4,Georgia,GA
15324,13,2002,unemploy,5,Georgia,GA
15325,13,2003,unemploy,4.8,Georgia,GA
15326,13,2004,unemploy,4.8,Georgia,GA
15327,13,2005,unemploy,5.3,Georgia,GA
15328,13,2006,unemploy,4.7,Georgia,GA
15329,13,2007,unemploy,4.5,Georgia,GA
15330,13,2008,unemploy,6.2,Georgia,GA
15331,13,2009,unemploy,9.9,Georgia,GA
15332,13,2010,unemploy,10.5,Georgia,GA
15333,13,2011,unemploy,10.2,Georgia,GA
15334,13,2012,unemploy,9.2,Georgia,GA
15335,13,2013,unemploy,8.2,Georgia,GA
15336,13,2014,unemploy,7.1,Georgia,GA
15337,13,2015,unemploy,6,Georgia,GA
15338,13,2016,unemploy,5.4,Georgia,GA
15339,13,2017,unemploy,4.7,Georgia,GA
15340,15,2000,unemploy,4.2,Hawaii,HI
15341,15,2001,unemploy,4.5,Hawaii,HI
15342,15,2002,unemploy,4.2,Hawaii,HI
15343,15,2003,unemploy,4.1,Hawaii,HI
15344,15,2004,unemploy,3.4,Hawaii,HI
15345,15,2005,unemploy,2.9,Hawaii,HI
15346,15,2006,unemploy,2.6,Hawaii,HI
15347,15,2007,unemploy,2.8,Hawaii,HI
15348,15,2008,unemploy,4.3,Hawaii,HI
15349,15,2009,unemploy,7.2,Hawaii,HI
15350,15,2010,unemploy,6.9,Hawaii,HI
15351,15,2011,unemploy,6.8,Hawaii,HI
15352,15,2012,unemploy,6,Hawaii,HI
15353,15,2013,unemploy,4.9,Hawaii,HI
15354,15,2014,unemploy,4.4,Hawaii,HI
15355,15,2015,unemploy,3.6,Hawaii,HI
15356,15,2016,unemploy,2.9,Hawaii,HI
15357,15,2017,unemploy,2.4,Hawaii,HI
15358,16,2000,unemploy,4.7,Idaho,ID
15359,16,2001,unemploy,5.1,Idaho,ID
15360,16,2002,unemploy,5.6,Idaho,ID
15361,16,2003,unemploy,5.6,Idaho,ID
15362,16,2004,unemploy,4.9,Idaho,ID
15363,16,2005,unemploy,4,Idaho,ID
15364,16,2006,unemploy,3.5,Idaho,ID
15365,16,2007,unemploy,3.1,Idaho,ID
15366,16,2008,unemploy,5.1,Idaho,ID
15367,16,2009,unemploy,8.8,Idaho,ID
15368,16,2010,unemploy,9,Idaho,ID
15369,16,2011,unemploy,8.3,Idaho,ID
15370,16,2012,unemploy,7.2,Idaho,ID
